# Logfile created on 2015-06-13 20:15:47 +0200 by logger.rb/v1.2.7
D, [2015-06-13T20:15:47.404199 #5687] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0134ms
D, [2015-06-14T20:46:14.223772 #4985] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x22729220 data=557dcbf6726a751379000000>}, :u=>{"$set"=>{"session_token"=>"GlClwphZNBHTfra6kJCsfQ=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.5112ms
D, [2015-06-14T20:46:14.224174 #4985] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x22729220 data=557dcbf6726a751379000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2036ms
D, [2015-06-14T20:46:14.225431 #4985] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"GlClwphZNBHTfra6kJCsfQ=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2737ms
D, [2015-06-14T20:46:14.226182 #4985] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x36214380 data=557dcbf6726a751379000000>}, :u=>{"$set"=>{"session_token"=>nil}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3803ms
D, [2015-06-14T20:46:14.226811 #4985] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x22729220 data=557dcbf6726a751379000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2422ms
D, [2015-06-14T20:46:51.987992 #4996] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0100ms
D, [2015-06-14T20:46:51.989077 #4996] DEBUG -- : MONGODB | COMMAND | namespace=admin.$cmd selector={:ismaster=>1} flags=[] limit=-1 skip=0 project=nil | runtime: 0.8857ms
D, [2015-06-14T20:46:51.999464 #4996] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:dropDatabase=>1} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 10.0248ms
D, [2015-06-14T20:46:52.053800 #4996] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4745ms
D, [2015-06-14T20:46:52.060619 #4996] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user1@email.com", "name"=>"User1", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x27832960 data=557dcc1c726a751384000000>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 6.3972ms
D, [2015-06-14T20:46:52.122549 #4996] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3891ms
D, [2015-06-14T20:46:52.123198 #4996] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"DiDfTpzLV2DcfvvkqF3Cug=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2384ms
D, [2015-06-14T20:46:52.123885 #4996] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x37357640 data=557dcc1c726a751384000000>}, :u=>{"$set"=>{"session_token"=>"DiDfTpzLV2DcfvvkqF3Cug=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4389ms
D, [2015-06-14T20:46:52.138485 #4996] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4969ms
D, [2015-06-14T20:46:52.139282 #4996] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x37916540 data=557dcc1c726a751384000000>}, :u=>{"$set"=>{"session_token"=>"DiDfTpzLV2DcfvvkqF3Cug=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3726ms
D, [2015-06-14T20:46:52.140041 #4996] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x27832960 data=557dcc1c726a751384000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2863ms
D, [2015-06-14T20:46:52.141213 #4996] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x27832960 data=557dcc1c726a751384000000>}, :u=>{"$set"=>{"session_token"=>"DiDfTpzLV2DcfvvkqF3Cug=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3314ms
D, [2015-06-14T20:46:52.141919 #4996] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x27832960 data=557dcc1c726a751384000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4554ms
D, [2015-06-14T20:46:52.144248 #4996] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"DiDfTpzLV2DcfvvkqF3Cug=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3448ms
D, [2015-06-14T20:46:52.144987 #4996] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x38047040 data=557dcc1c726a751384000000>}, :u=>{"$set"=>{"session_token"=>nil}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3624ms
D, [2015-06-14T20:46:52.146113 #4996] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x27832960 data=557dcc1c726a751384000000>}, :u=>{"$set"=>{"session_token"=>"DiDfTpzLV2DcfvvkqF3Cug=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3712ms
D, [2015-06-14T20:46:52.146638 #4996] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x27832960 data=557dcc1c726a751384000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2413ms
D, [2015-06-14T20:46:52.148037 #4996] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"DiDfTpzLV2DcfvvkqF3Cug=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3090ms
D, [2015-06-14T20:46:52.148661 #4996] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x38156240 data=557dcc1c726a751384000000>}, :u=>{"$set"=>{"session_token"=>nil}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2952ms
D, [2015-06-14T20:46:52.149149 #4996] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x27832960 data=557dcc1c726a751384000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1864ms
D, [2015-06-14T20:47:14.684790 #5009] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0095ms
D, [2015-06-14T20:47:14.685799 #5009] DEBUG -- : MONGODB | COMMAND | namespace=admin.$cmd selector={:ismaster=>1} flags=[] limit=-1 skip=0 project=nil | runtime: 0.8152ms
D, [2015-06-14T20:47:14.703418 #5009] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:dropDatabase=>1} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 17.2169ms
D, [2015-06-14T20:47:14.762021 #5009] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4473ms
D, [2015-06-14T20:47:14.768674 #5009] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user1@email.com", "name"=>"User1", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x13856260 data=557dcc32726a751391000000>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 6.2616ms
D, [2015-06-14T20:47:14.849653 #5009] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3996ms
D, [2015-06-14T20:47:14.850267 #5009] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"yvV6w9CSwuGmW2NQEAT02A=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2017ms
D, [2015-06-14T20:47:14.850838 #5009] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x27064160 data=557dcc32726a751391000000>}, :u=>{"$set"=>{"session_token"=>"yvV6w9CSwuGmW2NQEAT02A=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3390ms
D, [2015-06-14T20:47:14.869194 #5009] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4857ms
D, [2015-06-14T20:47:14.870243 #5009] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x27614740 data=557dcc32726a751391000000>}, :u=>{"$set"=>{"session_token"=>"yvV6w9CSwuGmW2NQEAT02A=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4115ms
D, [2015-06-14T20:47:14.871199 #5009] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x13856260 data=557dcc32726a751391000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2851ms
D, [2015-06-14T20:47:14.872583 #5009] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x13856260 data=557dcc32726a751391000000>}, :u=>{"$set"=>{"session_token"=>"yvV6w9CSwuGmW2NQEAT02A=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4117ms
D, [2015-06-14T20:47:14.873108 #5009] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x13856260 data=557dcc32726a751391000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2441ms
D, [2015-06-14T20:47:14.875912 #5009] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x13856260 data=557dcc32726a751391000000>}, :u=>{"$set"=>{"session_token"=>"yvV6w9CSwuGmW2NQEAT02A=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3877ms
D, [2015-06-14T20:47:14.876367 #5009] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x13856260 data=557dcc32726a751391000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2065ms
D, [2015-06-14T20:47:14.877872 #5009] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x13856260 data=557dcc32726a751391000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.5164ms
D, [2015-06-14T20:49:13.950239 #5032] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0095ms
D, [2015-06-14T20:49:13.951439 #5032] DEBUG -- : MONGODB | COMMAND | namespace=admin.$cmd selector={:ismaster=>1} flags=[] limit=-1 skip=0 project=nil | runtime: 1.0242ms
D, [2015-06-14T20:49:13.963716 #5032] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:dropDatabase=>1} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 11.9107ms
D, [2015-06-14T20:49:14.021045 #5032] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4396ms
D, [2015-06-14T20:49:14.029150 #5032] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user1@email.com", "name"=>"User1", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x21858000 data=557dccaa726a7513a8000000>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 7.7384ms
D, [2015-06-14T20:49:14.089019 #5032] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3514ms
D, [2015-06-14T20:49:14.089577 #5032] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"L1CNcXcNAOPT1hfVqpGM6Q=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1464ms
D, [2015-06-14T20:49:14.090191 #5032] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x31229440 data=557dccaa726a7513a8000000>}, :u=>{"$set"=>{"session_token"=>"L1CNcXcNAOPT1hfVqpGM6Q=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3529ms
D, [2015-06-14T20:49:14.105106 #5032] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4060ms
D, [2015-06-14T20:49:14.105832 #5032] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x31796500 data=557dccaa726a7513a8000000>}, :u=>{"$set"=>{"session_token"=>"L1CNcXcNAOPT1hfVqpGM6Q=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3302ms
D, [2015-06-14T20:49:14.106428 #5032] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x21858000 data=557dccaa726a7513a8000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1686ms
D, [2015-06-14T20:49:14.107422 #5032] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x21858000 data=557dccaa726a7513a8000000>}, :u=>{"$set"=>{"session_token"=>"L1CNcXcNAOPT1hfVqpGM6Q=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3231ms
D, [2015-06-14T20:49:14.107868 #5032] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x21858000 data=557dccaa726a7513a8000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2179ms
D, [2015-06-14T20:49:14.109465 #5032] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"L1CNcXcNAOPT1hfVqpGM6Q=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2947ms
D, [2015-06-14T20:49:14.110261 #5032] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x31919660 data=557dccaa726a7513a8000000>}, :u=>{"$set"=>{"session_token"=>nil}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3586ms
D, [2015-06-14T20:49:14.111381 #5032] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x21858000 data=557dccaa726a7513a8000000>}, :u=>{"$set"=>{"session_token"=>"L1CNcXcNAOPT1hfVqpGM6Q=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3650ms
D, [2015-06-14T20:49:14.111862 #5032] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x21858000 data=557dccaa726a7513a8000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2313ms
D, [2015-06-14T20:49:14.113289 #5032] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"L1CNcXcNAOPT1hfVqpGM6Q=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3021ms
D, [2015-06-14T20:49:14.113958 #5032] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x32028860 data=557dccaa726a7513a8000000>}, :u=>{"$set"=>{"session_token"=>nil}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3252ms
D, [2015-06-14T20:49:14.114502 #5032] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x21858000 data=557dccaa726a7513a8000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2179ms
D, [2015-06-14T20:50:27.627087 #5048] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0103ms
D, [2015-06-14T20:50:27.628896 #5048] DEBUG -- : MONGODB | COMMAND | namespace=admin.$cmd selector={:ismaster=>1} flags=[] limit=-1 skip=0 project=nil | runtime: 1.6181ms
D, [2015-06-14T20:50:27.640507 #5048] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:dropDatabase=>1} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 11.2100ms
D, [2015-06-14T20:50:27.696287 #5048] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3982ms
D, [2015-06-14T20:50:27.703022 #5048] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user1@email.com", "name"=>"User1", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x26337180 data=557dccf3726a7513b8000000>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 6.3324ms
D, [2015-06-14T20:50:27.769784 #5048] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4120ms
D, [2015-06-14T20:50:27.770387 #5048] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"Bj/xOlL5N1XyDsPt085tow=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1719ms
D, [2015-06-14T20:50:27.770932 #5048] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x36196020 data=557dccf3726a7513b8000000>}, :u=>{"$set"=>{"session_token"=>"Bj/xOlL5N1XyDsPt085tow=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3004ms
D, [2015-06-14T20:50:27.785746 #5048] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3927ms
D, [2015-06-14T20:50:27.786489 #5048] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x36746480 data=557dccf3726a7513b8000000>}, :u=>{"$set"=>{"session_token"=>"Bj/xOlL5N1XyDsPt085tow=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3338ms
D, [2015-06-14T20:50:27.787142 #5048] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x26337180 data=557dccf3726a7513b8000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1965ms
D, [2015-06-14T20:50:27.788082 #5048] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x26337180 data=557dccf3726a7513b8000000>}, :u=>{"$set"=>{"session_token"=>"Bj/xOlL5N1XyDsPt085tow=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2661ms
D, [2015-06-14T20:50:27.788437 #5048] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x26337180 data=557dccf3726a7513b8000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1676ms
D, [2015-06-14T20:50:27.790402 #5048] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x26337180 data=557dccf3726a7513b8000000>}, :u=>{"$set"=>{"session_token"=>"Bj/xOlL5N1XyDsPt085tow=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3138ms
D, [2015-06-14T20:50:27.790816 #5048] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x26337180 data=557dccf3726a7513b8000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1943ms
D, [2015-06-14T20:50:27.792000 #5048] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x26337180 data=557dccf3726a7513b8000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2515ms
